Unnamed: 0,reviewID,reviewContent,rating,usefulCount,coolCount,funnyCount,sentGroup,cleanReview,dominantTopic,topicLabel
4077,LQUH2bt-EY9pip,The setup: From Chicago but needed a hotel for some home improvements.   Pros: (1)  Excellent customer service at the desk.   (2) Free upgrade to a bigger room with a better view; (3) Room was updated and very modern. (4) Mostly clean (but see important exception). Cons:  (1) Wine stains on our sheets (ICK - and deducting points); (2) mediocre water pressure; (3) split opinion as to the bed being comfortable; (4) Long waits for the elevators; (5) Hotel lobby packed with a kid's convention; (6) $15/day for internet Overall: Overrated.,2,4,1,0,Negative,setup chicago needed home improvement pro excellent customer service desk free upgrade bigger better view updated modern mostly clean see important exception con wine stain sheet ick deducting point mediocre water pressure split opinion bed comfortable long wait elevator lobby packed kid convention day internet overall overrated,1,Service Breakdown/Attitude
4089,Bb00wdNBY8GOtiJ,"About two months before our wedding I reserved five rooms at the Hyatt for our special guests.  For some reason we had to split up the reservations between two names.  This was the cause of much confusion down the road.  Then, when we tried to get an adjustment to the pricing during a special sale, some of our rooms were canceled.  While I received email notices about everything concerning the rooms, I never received any cancellation notifications.  I only happen to find out about the cancellation when I called the night before to ask a few questions about the check in process for my guests.  We all ended up with rooms at the reserved pricing, but only after a few phone calls and too many minutes at the front desk. Aside from their difficult small group room reservation process, it was an OK place for our guests.  The rooms and facilities were clean.  The bar in the main lobby provided a fun place for our guests to end the evening. The cafe food was good and the breakfast buffet had a very nice spread.   Overall, we enjoyed staying there but I will not select this place for large groups in the future.",2,0,0,0,Negative,two month wedding reserved five room hyatt special guest reason split reservation two name cause much confusion road tried adjustment pricing special sale room canceled received email notice everything concerning room never received cancellation notification happen find cancellation called ask question check process guest ended room reserved pricing phone call many minute front desk aside difficult small group reservation process guest room facility clean bar main lobby provided fun guest end evening cafe food good breakfast buffet nice spread overall enjoyed staying select large group future,1,Service Breakdown/Attitude
4091,T5fSpQDJ5Ec04EMU34v4SA,"Please do something about the protesting!  There have been many days that I've been awakened by the Hyatt Employee protests, and last night was an overnight protest - I don't appreciate being awakened in the middle of the night or early in the morning by whistles, drums, and people yelling, and I'm sure your guests don't appreciate this either!  PLEASE NEGOTIATE WITH YOUR EMPLOYEES AND END THESE PROTESTS ALREADY!!!",1,4,1,2,Negative,please something protesting many day awakened hyatt employee protest last overnight protest appreciate awakened middle early morning whistle drum people yelling sure guest appreciate either please negotiate employee end protest already,1,Service Breakdown/Attitude
4094,Gq394emh6CGk7SGbAA9klA,"My best friend was celebrating her 25th birthday downtown so we decided to get a room so that we wouldn't have to drive around. Just as other reviewers said, we booked with hotwire/priceline and were given this hotel. We had actually stayed here in the past for NYE and enjoyed it so we figured this would be a good experience, boy were we wrong! First of all, this place is huge, there are two different wings and it can become frustrating if you hop on the wrong elevator to get to your room (you'll end up on the opposite side of the hotel). The lobby is kind of corny but it's cute and I can guess its for tourists. The rooms are decent, nothing to run home about and definitely not 5 star material. We went to check in and were told that there was a 100 dollar authorization charge (never heard of 100, usually its 50...but whatever), we gladly paid and went to our room. We got to the room and everything was fine until I noticed we didnt have any cups/ glasses. So we called for them and they didnt come, we called back and they sent them up (30 minutes later). We went out that night, came back into the hotel and literally as SOON as we got off the hotel a male security guard began following behind us. I became alarmed because I did not see any Hyatt branding on his clothing but he was holding a walkie talkie....anyway he began to ask us if we were guests at the hotel and we told him yes. He then demanded to know what room we were staying in, I didnt tell him and continued to yell at us and follow us to our room. When he saw that we had keys, he walked away. I was highly upset and decided to place a call to the front desk to complain, the gentleman on the phone told me it was procedure for their guards to do that. I told him there was no way in hell that was procedure and demanded to talk to his boss. The boss got on the phone and immediately apologized, he said that was NOT procedure and that it should not have happened. He then offered us two breakfast and lunch vouchers and made the security guard come upstairs and apologize. overall this hotel is average...but their customer service sucks...I will NEVER stay here again...EVER!",1,2,1,0,Negative,best friend celebrating birthday downtown decided drive around reviewer said booked hotwire priceline given actually past nye enjoyed figured good experience boy wrong first huge two different wing become frustrating hop wrong elevator end opposite side lobby kind corny cute guess tourist room decent nothing run home definitely star material went check told dollar authorization charge never heard usually whatever gladly paid went got everything fine noticed didnt cup glass called didnt come called back sent minute later went came back literally soon got male security guard began following behind became alarmed see hyatt branding clothing holding walkie talkie anyway began ask guest told yes demanded know staying didnt tell continued yell follow saw key walked away highly upset decided call front desk complain gentleman phone told procedure guard told way hell procedure demanded talk bos bos got phone immediately apologized said procedure happened offered two breakfast lunch voucher made security guard come upstairs apologize overall average customer service suck never ever,3,Design Flaws/Lack of Privacy
4099,HL70Fid828IzXeX7qeW,"This hotel has its pluses and minuses. For the minus; small to no counter space in the bathroom. The toilette is situated in such a manner that to flush it one must reach in an awkward manner. When the toilette seat is up, it rests agains the tissue paper. Odd. I turned the air down when I arrived and then went out for a few hours. When I got back it was still warm. Called down (difficult to do, see below) and Juan arrived, saying he wished the hotel would give us a disclaimer. Their air system is not the type that blows air into the room, and it's silent. So no white noise. But he said they'd bring me a fan right away. To call the operator, one dials zero as expected, but then one gets a stupid robot giving options; speak the name of the employee or department you wish to reach, or press zero for the operator. I already pressed zero! Odd. After an hour I had not received my fan. I pressed the one touch button on the phone for exceptional stay. I was put on hold for over five minutes and then was disconnected. I dialed again and was spoken to after a minute. She had not heard that I requested a fan. It's been almost another 30 minutes. I want to go to bed, but I want a fan. The ice machine is about 3 rooms down from mine, yet I can hear everyone getting ice. Annoying. The pluses; great location, whether one wants to go to Navy Pier, Grant Park and the museums or the Magnivicent Mile, you are right there. The rooms are nice enough and the view is great. I've been here before and will most likely have to stay here again. But if given the choice, I would prefer other places over this hotel. But then again, I'm just happy to be in Chicago and staying downtown for a change, as opposed to by the airport.",2,2,0,1,Negative,plus minus minus small counter space bathroom toilette situated manner flush must reach awkward manner toilette seat rest agains tissue paper odd turned air arrived went hour got back still warm called difficult see juan arrived saying wished give disclaimer air system type blow air silent white noise said bring fan right away call operator dial zero expected get stupid robot giving option speak name employee department wish reach press zero operator already pressed zero odd hour received fan pressed touch button phone exceptional put hold five minute disconnected dialed spoken minute heard requested fan almost another minute want bed want fan ice machine room mine yet hear everyone getting ice annoying plus great location whether want navy pier grant park museum magnivicent mile right room nice enough view great likely given choice prefer place happy chicago staying downtown change opposed airport,4,Noise/Atmosphere Problem
4100,pmigh0yzDyrH7oOwW3jVEg,"Dump. This is the most feared type of downtown lodging on earth: the convention hotel. It's actually just fine if you're looking to encounter wild packs of dry humping, married business men in town for the Dunder Mifflin paper expo.  But if you're not, you may want to steer clear of this place.  I accidentally stayed (well, entered the room and left) here after booking on Hotwire and our room looked and smelled like Amy Winehouse just checked out of it.  I should note, however, that the valet and bellmen were friendly and professional. The irony is that it's just as expensive as the nearby Conrad (Hilton family) or Intercontinental which are great places to stay. Another incredible pain in the ass was check in.  Two front desk people were chatting, another was behind the counter and yet they insisted I use the kiosk to check in.  It was a pain to say the least.  Then when we came back downstairs to checkout they seemed really offended by it and were pretty rude about it all.",1,1,0,1,Negative,dump feared type downtown lodging earth convention actually fine looking encounter wild pack dry humping married business men town dunder mifflin paper expo may want steer clear accidentally well entered left booking hotwire looked smelled amy winehouse checked note however valet bellman friendly professional irony expensive nearby conrad hilton family intercontinental great place another incredible pain as check two front desk people chatting another behind counter yet insisted use kiosk check pain say least came back downstairs checkout seemed really offended pretty rude,3,Design Flaws/Lack of Privacy
4107,R8dU1KLQljWMH6f9JI7xVg,"I've stayed here three times. Great location. Okay hotel. The lobby is impressive but really, that's about it -- and who cares -- want to eat in the cool center dining section surrounded by the reflecting pool and TV screens? I've never seen it open any hour of the day any of the three times I've been there -- they close it off and seat people off to the side. Other bonuses? This time our room came without toilet paper. Which is almost similar to how it doesn't come with free WiFi -- both are basic necessities. I planned for the lack of Internet access and left my laptop at home and just used my iPhone but its still annoying. The staff is friendly (as well they should be) but the rooms are in dire need of updating.",2,1,0,0,Negative,three time great location okay lobby impressive really care want eat cool center dining section surrounded reflecting pool screen never seen open hour day three time close seat people side bonus time came without toilet paper almost similar come free wifi basic necessity planned lack internet access left laptop home used iphone still annoying staff friendly well room dire need updating,3,Design Flaws/Lack of Privacy
4114,hdwXv18VMKCG2uIOpnjl5Q,"This Hotel Sucks. It is so crowded and crazy in here and not in a ""Whooo what a party"" way. It's more like ""There are 500 kids running all over the place and I want to die"" kind of way. Outside of the completly cheap and cheesy lobby, the rooms are totally meh. The wireless internet costs $15 a day and is SO SLOW. Don't even bother getting it, you are better off checking your email on your cell phone. If you have a choice don't stay here, there are many other better hotels around the same price that are on or near Michigan AVE (Raffello for example).",2,2,0,1,Negative,suck crowded crazy whooo party way kid running want die kind way outside completly cheap cheesy lobby room totally meh wireless internet cost day slow even bother getting better checking email cell phone choice many better hotel around price near michigan ave raffello example,5,Price/Fees/Poor Value
4116,n8EqwVvkJTukAVk4jq1CEQ,"This hotel was located in an amazing prime location.  Cross the bridge and it's the magnificent mile.  Go 3 blocks south and it's Millenium Park.  Just a block to the left of the hotel, you can catch a bus to anywhere you want.   However, this place was insane.  I don't know if it's cause of the bar or what but people were trashed all over the place... boyfriends clinging onto their girlfriends who were trying to run off slurring things to strangers walking by, stumbling around in their heels.  This place was a madhouse.  The walls for my room were really thin- I swore to god I was in the middle of a hallway but when I got up in the morning I realized I was at the end of a deadend hallway.  It made no sense!   This place was ridiculous.  If you're a rowdy college aged kid looking to meet other people, this is the place to be.  I was here for a casual anniversary weekend with my boyfriend, not to get all liquored up and slobby in a tubetop dress with a bunch of girlfriends, so this wasn't exactly the atmosphere working well for our ""romantic weekend"".",2,1,0,0,Negative,located amazing prime location cross bridge magnificent mile block south millenium park block left catch bus anywhere want however insane know cause bar people trashed boyfriend clinging onto girlfriend trying run slurring thing stranger walking stumbling around heel madhouse wall really thin swore god middle hallway got morning realized end deadend hallway made sense ridiculous rowdy college aged kid looking meet people casual anniversary weekend boyfriend liquored slobby tubetop dress bunch girlfriend exactly atmosphere working well romantic weekend,4,Noise/Atmosphere Problem
4120,tkwJhHvNS58aviq3EHaIoA,"This place is horrible. Over priced and overrated! I paid too much for the room. Expected. But then I got hit with a $50 parking fee. Then $15 for internet. Ordered some fries and a drink and it took an hour and cost a ridiculous $40. No robes, and overpriced drinks at the bar. If you're independently wealthy and looking to blow your money on a less than average hotel...this is the place to do it!",1,0,0,1,Negative,horrible priced overrated paid much expected got hit parking fee internet ordered fry drink took hour cost ridiculous robe overpriced drink bar independently wealthy looking blow money less average,5,Price/Fees/Poor Value
4131,rBXAAhydG-0Q,"Hyatt's usually don't let me down...but, this one has sort of (2 stars means that I've experience better). The check in woman was kind, helpful and let me check in early (1030am woo hoo!).  That's nice...we all have early flights time to time and just want to put our bags away.  Nice...also there was a big bag storage area, so if they didn't have a room, I could've stored my bag (not sure if there was a fee or not though). But after getting to my room...it was very underwhelming.  The room is quite small, less than 200 sqft.  The room is also unusually dark, I need a light on during the afternoon!  The desk is right next to the bed and the tv is on the same desk...get the feeling of cramped-ness yet?  The bathroom is nicely appointed and quite large (probably half the room size!).   The 2 stars is in comparison to other Hyatts I've stayed at (NYC, New Brunswick NJ, Phoenix, Albuquerque, etc...I've been to many Hyatts) and this one is probably the second worst.  The atrium is beautiful at least, so I guess leaving my room for that is an upgrade.  If staying in this part of town, I'd say to stay at the Swissotel down the street.  A bit further, but it was nicer there than here.  Maybe the other rooms here are nicer, but i can't give reviews based on assumptions and maybes.",2,1,0,0,Negative,hyatt usually let sort star mean experience better check woman kind helpful let check early woo hoo nice early flight time time want put bag away nice big bag storage area stored bag sure fee though getting underwhelming quite small less sqft unusually dark need light afternoon desk right next bed desk feeling cramped ness yet bathroom nicely appointed quite large probably half size star comparison hyatts nyc new brunswick phoenix albuquerque etc many hyatts probably second worst atrium beautiful least guess leaving upgrade staying part town say swissotel street bit nicer maybe room nicer give review based assumption maybes,2,Cleanliness/Wear/Poor Upkeep
4134,qAqTm0JmLlcNe6tGaKSB3A,"Initial caveat:  we got a 4-night stay during the holidays for $75/night using priceline's name-your-own-price, so it's hard to complain, cause the place is really pretty swanky.  But, I strongly doubt that the maid service, concierge, and other service personnel knew we were there on the cheap, so it doesn't excuse their behavior. The place was undergoing major renovations, so the outside of the buildings and the (main) east tower was kind of a mess, which maybe explained why they may have been short staffed or disgruntled.  We stayed in the West tower and it was quiet and the rooms were nice and comfortable, with good views. The service was rotten though.  The maids never once replaced anything they removed from our room.  If I ever wanted fresh glasses, ice bucket bags, or shampoo/conditioner, I had to call the maid service and request them.  And when I called, I usually got attitude: ""Can I get turn-down service tonight while we're out this evening?"" ""OK, someone will be up shortly."" ""And would you ask the maids to possibly check and replace any used or empty items around our room while they're up here?"" (gruffly) ""Ok, sir, you're going to need to tell me EXACTLY what you need.  What do you ACTUALLY need?"" I listed the various items, which I found later in a plastic bag tossed in the bathroom sink.  They couldn't even place the items in the shower or their various places. The other big issue was room service, whose absurd prices (I assumed) already contemplated the strenuous task of delivering the food up an elevator,  Nevertheless, they charged a $4 delivery charge on top of auto-gratting the bill 18%.  Thus an already over-priced $13 turkey sandwich cost a mandatory $20.  Ridiculous. I like Hyatt and would probably try the other one near the Water Tower if we visit Chicago again, but this experience was a mess.  If we'd been paying the full $179/night, I would probably have lost it.",2,1,0,0,Negative,initial caveat got holiday using priceline name price hard complain cause really pretty swanky strongly doubt maid service concierge service personnel knew cheap excuse behavior undergoing major renovation outside building main east tower kind mess maybe explained may short staffed disgruntled west tower quiet room nice comfortable good view service rotten though maid never replaced anything removed ever wanted fresh glass ice bucket bag shampoo conditioner call maid service request called usually got attitude turn service tonight evening someone shortly ask maid possibly check replace used empty item around gruffly sir going need tell exactly need actually need listed various item found later plastic bag tossed bathroom sink even item shower various place big issue service whose absurd price assumed already contemplated strenuous task delivering food elevator nevertheless charged delivery charge top auto gratting bill thus already priced turkey sandwich cost mandatory ridiculous hyatt probably try near water tower visit chicago experience mess paying full probably lost,2,Cleanliness/Wear/Poor Upkeep
4143,m4zG-sVWgKuBVTEGT2AHeg,"Worst staff ever. I tried calling a guest there and was 1) transferred to the front desk, where no one picked up 2) told they didn't stay there 3) transferred to a Hyatt operator who wasn't even in the hotel 4) finally transferred to her room, without an apology I just lost 30 minutes to the incompentence of this staff.",1,0,0,0,Negative,worst staff ever tried calling guest transferred front desk picked told transferred hyatt operator even finally transferred without apology lost minute incompentence staff,3,Design Flaws/Lack of Privacy
4146,GraMYphdday6U8mRGiOuBw,"Gets one star just for the annoyance of the parking valet situation.  You drop the car off at the front entry, and of course you would think you would pick up at the same place when you need your car.  Instead they send you down two escalators to pay at an automated booth.  Then after going back up with my paid ticket, and letting me stand around for twenty minutes, the knuckle-head says to go back downstairs to get my vehicle.  Lack of communication...annoying.",1,0,0,0,Negative,get star annoyance parking valet situation drop car front entry course think pick need car instead send two escalator pay automated booth going back paid ticket letting stand around twenty minute knuckle head say back downstairs vehicle lack communication annoying,5,Price/Fees/Poor Value
4149,X4Z4fIh4JISq3cypwlxqSA,"This hotel is very busy and is operating way beyond their means. Incompetent service. Hotel ran out of hot water by 9am saturday. Elevators were very slow, waited 10 minutes on any given event. Red line trains ran every 10 minutes beneath city streets and you can hear the thunder in your room from them but it shouldnt keep you awake at night. Used my stay toward NW airlines bonus points. Bar was ok. One cup coffee service was awful. No free wireless and no free cable channels. Fridge was 25 bucks a day to use. With http://hotels.com res got it for 65 bucks with tax so what can you expect.?.... Location was superb and cab service was convenient but not enough to outweigh the negatives.",2,0,0,0,Negative,busy operating way beyond mean incompetent service ran hot water saturday elevator slow waited minute given event red line train ran every minute beneath city street hear thunder shouldnt keep awake used toward airline bonus point bar cup coffee service awful free wireless free cable channel fridge buck day use http hotel com re got buck tax expect location superb cab service convenient enough outweigh negative,3,Design Flaws/Lack of Privacy
4157,UwnZ5PxKfB4h,"Where do I start??? So bad I couldn't even give it a star!! But forced to in order to complete this review! Check in was fine, they did allow us to check in early. I requested a non-smoking room.   I had gone online to use their concierge service which is supposed to be an easier way to request amenities.  We went to Chicago to celebrate my mom's 67th birthday so it as supposed to be an amazing experience! I ordered my mom a fruit basket for one of her surprises which she never got even after ordering it twice.  However, concierge did send her wine with chocolates for her birthday. And after the 2nd non receipt of my amenity for my mom they sent us three apples with a card congratulating me for my birthday! (rolls eyes) Before arriving to Chicago, I sent a request for dinner reservations at a great Mexican restaurant I got a phone call that their restaurants would be closed!! What the hell kind of shit is that? You are a hotel you don't close shit down when you have hotel guests in your hotel!! Ok fine the concierge was supposed to book me a reservation for 2 on my mom's birthday which was on the 24th of December, so I get a phone call from Dwayne saying that a lot of places were closed but he would try to find a place that was open.   I had checked with the concierge and that is when I found out that their restaurant was closed and that they had gotten us a reservation at Mexx. So we settled in and got ready for dinner.  We had a great dinner. However they had us down for dinner on Christmas day??!! Hmm...  Someone messed that up! Go figure! As with any information obtained from the concierge it was misinformation after misinformation! From where to find free Wi-Fi to where I could find some soul food!!  I was also told that I could not find food after midnight and that my only option was room service or the deli down in the lobby.  I didn't want either of those options! Pissed I called the front desk and told her that I wanted to transfer the room to my mom because I wanted to check out, she tried to counter act the misinformation about food access by telling me that there was definitely places that deliver to the hotel up until 5am but didn't seem phased that I wanted to leave.  Made me feel swell!!!!! Thank god I know people who live there and from there or I would have been stuck. The Room... We booked through Priceline. So I didn't pay that much per night, had I paid more I would have demanded a refund!!  It reeked of cigarette smoke and it took 2 days to go away.  The room had dust that covered some parts of the room was so thick I could write in it! The bathroom had chipped tile, a broken tub drain, and a loose screw that held the curtain rod to its hinges.   A little advice read all hotel reviews; call the hotel in advance to make sure they are 100% before booking!! And if you are unhappy with your room no matter how much you pay for it speak to a manger. I just don't understand why this hotel received 4 stars!!! It so does not deserve it.  The whole staff had no way to compensate for their lack of customer service skills and or their screw ups.  I didn't cause a scene because of my mom. Rest assured we won't ever stay in a Hyatt.  Priceline should know when a hotel is not 100% operational or is undergoing construction which is one of the excuses I heard from the front desk as to why there were putting us in a tower across the street.",1,0,0,0,Negative,start bad even give star forced order complete review check fine allow check early requested non smoking gone online use concierge service supposed easier way request amenity went chicago celebrate mom birthday supposed amazing experience ordered mom fruit basket surprise never got even ordering twice however concierge send wine chocolate birthday non receipt amenity mom sent three apple card congratulating birthday roll eye arriving chicago sent request dinner reservation great mexican restaurant got phone call restaurant closed hell kind shit close shit guest fine concierge supposed book reservation mom birthday december phone call dwayne saying lot place closed try find open checked concierge found restaurant closed gotten reservation mexx settled got ready dinner great dinner however dinner christmas day hmm someone messed figure information obtained concierge misinformation misinformation find free find soul food told find food midnight option service deli lobby want either option pissed called front desk told wanted transfer mom wanted check tried counter act misinformation food access telling definitely place deliver seem phased wanted leave made feel swell thank god know people live stuck booked priceline pay much per paid demanded refund reeked cigarette smoke took day away dust covered part thick write bathroom chipped tile broken tub drain loose screw held curtain rod hinge little advice read review call advance make sure booking unhappy matter much pay speak manger understand received star deserve whole staff way compensate lack customer service skill screw ups cause scene mom rest assured ever hyatt priceline know operational undergoing construction excuse heard front desk putting tower across street,3,Design Flaws/Lack of Privacy
4158,C1RTXQoru6SX7pHqGnCDzQ,"This hotel is crap. I've stayed here twice and both stays were less than impressive. The sad part is that the owners of Hyatt live in Chicago, so you'd think they would put more effort into this property but we have nicer Hyatt's in Colorado. I've stayed in a lot of the hotels around Michigan Ave and usually don't feel the need to write a review but last night's stay was ridiculous. The weather has been pretty brutal in Chicago and my apartment does not have central air, so I thought I would treat myself to a hotel for the night. Well I used Hotwire hoping I would get anything but this place, but that did not happen. I showed up around midnight because my girlfriend and I had been to the movies. Now I find sometimes if you get a really laid back night shift crew, they won't make you put down a credit card. I mean it's already midnight and checkout is at noon, why fill out more paperwork and hassle me with having to check that the ""authorization"" drops off. Well I guess this place thinks they're the W because they would not budge on a $50 authorization. $50 bucks!!! Even if I rockstar trashed the room, I'm so sure the $50 would cover it all. Oh well I let them authorize for $50 even though my room was pre-paid and then got offered a queen bed. Not okay. I can sleep on a king at home, I'm not paying to sleep on a queen. We finally compromise with a king on a smoking floor. I then asked if they knew of any late-night delivery open because I did not have my laptop to Grubhub something. The dude hands me a Sarpino's menu. WOW! The room was just what I had expected. Paper thin walls, rock hard bed and no wine glasses(just paper cups). Yeah, we got the longest bar in the country and you can't put real glasses in the room. To top it off, housekeeping woke me up at noon even though the privacy sign was up and the front desk said if I wanted to stay till 3 PM it would be 1/2 a night in price. No thank you! Do yourself a favor and skip on this place. The W, the Dana and even the Hotel Felix are better than this dump.",1,0,0,0,Negative,crap twice stay less impressive sad part owner hyatt live chicago think put effort property nicer hyatt colorado lot hotel around michigan ave usually feel need write review last ridiculous weather pretty brutal chicago apartment central air thought treat well used hotwire hoping anything happen showed around midnight girlfriend movie find sometimes really laid back shift crew make put credit card mean already midnight checkout noon fill paperwork hassle check authorization drop well guess think budge authorization buck even rockstar trashed sure cover well let authorize even though pre paid got offered queen bed okay sleep king home paying sleep queen finally compromise king smoking floor asked knew late delivery open laptop grubhub something dude hand sarpino menu wow expected paper thin wall rock hard bed wine glass paper cup yeah got longest bar country put real glass top housekeeping woke noon even though privacy sign front desk said wanted till price thank favor skip dana even felix better dump,5,Price/Fees/Poor Value
4159,qFKpSaeF0I0hiz66btXtrg,"Let's see ... 1) I was unable to use the Internet, even after I paid the ridiculous $14 fee. I called to report this twice, and each time I was on hold for over 5 minutes. When I did speak to someone (off-location), it took about 15-20 minutes of my time (x2 phone calls) to 'troubleshoot' - which still did nothing. I was told I'd be called back when service was back up. Nothing. 2) The black wiry hairs on the bathroom floor were a BIT easier to stomach than the large broken fingernail on the floor NEXT TO MY BED. I should note it's definitely not mine. These two things put together trump any 'good' I got from the hotel. For the price and name on this hotel, these aforementioned details are NOT excusable. Disgusting!",1,0,0,0,Negative,let see unable use internet even paid ridiculous fee called report twice time hold minute speak someone location took minute time phone call troubleshoot still nothing told called back service back nothing black wiry hair bathroom floor bit easier stomach large broken fingernail floor next bed note definitely mine two thing put together trump good got price name aforementioned detail excusable disgusting,2,Cleanliness/Wear/Poor Upkeep
4166,IO1GQ--JbcgSGurtBsydDQ,"There was trash in the room when we came in...a bunch of paper and bags stuffed behind the chair in the corner.  When we first called down to tell the front desk, we were put on hold for several minutes and had to call back.  Finally did get a hold of someone.  We went for a walk and when we returned, some of the trash had been cleaned up, but there was still paper stuffed behind the chair (even though we had told the front desk that that was where the trash was).   On top of this, the room we were given was the ADA-compliant room, which we were told was our only option if we wanted a king bed.  It was very clear that this hotel 'phoned-in' conversion of this room for ADA-compliance; many of the fixtures were poorly converted or useless, regardless of one's ability status.   For example, the bathroom sink was incredibly small and shallow.  More the size of a sink in an RV than a full bathroom.   Instead of installing ADA-compliant towel racks, there were simply no towels in the bathroom.  It really was unpleasant to step out of the shower and realize that you have to walk out into the bedroom and into the closet to get a bath towel.   Annoyingly, the room's security latch was installed at the same height as the main light switch.  When the latch was unlocked, it covered the light switch.  The was very frustrating when coming into a dark room for the evening and having to fumble behind the latch to get to the switch. The overall ambiance of the hotel lobby felt more like a mall food court than a relaxing hotel.  Parking was shockingly expensive, and increased the cost of our stay by 50%. Only pro:  Good location.",2,0,0,0,Negative,trash came bunch paper bag stuffed behind chair corner first called tell front desk put hold several minute call back finally hold someone went walk returned trash cleaned still paper stuffed behind chair even though told front desk trash top given ada compliant told option wanted king bed clear phoned conversion ada compliance many fixture poorly converted useless regardless ability status example bathroom sink incredibly small shallow size sink full bathroom instead installing ada compliant towel rack simply towel bathroom really unpleasant step shower realize walk bedroom closet bath towel annoyingly security latch installed height main light switch latch unlocked covered light switch frustrating coming dark evening fumble behind latch switch overall ambiance lobby felt mall food court relaxing parking shockingly expensive increased cost pro good location,2,Cleanliness/Wear/Poor Upkeep
4167,5puDlZvbRGAiURCgVCPXBQ,"My wife and I made a reservation and because we were meeting a friend in town, called ahead and were assured that they would have a room for us with two queen beds. At checking, we were informed that this was not possible, but that we could have a room with one king bed or a rollaway could be brought to our room. We took the rollaway option so that our friend would not need to sleep on the floor and were told we would need to wait in the room until the rollaway arrived. After 90 minutes of waiting, I called the front desk and was re-routed to an operator who informed me that there would be a $25 charge for the rollaway and that she would need to connect me to the front desk. After five more minutes on hold, I was connected with the front desk. I was assured that they were very busy and the bed would arrive without charge. Pressing them about our dinner reservations that we would soon miss, I was then informed that if we did not place the privacy sign on the room door, the bed could be delivered in our absence. The Hyatt Regency seems unable to keep up with their current level of demand or is extremely poorly managed. We will not stay at one again.",1,0,0,0,Negative,wife made reservation meeting friend town called ahead assured two queen bed checking informed possible king bed rollaway brought took rollaway option friend need sleep floor told need wait rollaway arrived minute waiting called front desk routed operator informed charge rollaway need connect front desk five minute hold connected front desk assured busy bed arrive without charge pressing dinner reservation soon miss informed privacy sign door bed delivered absence hyatt regency seems unable keep current level demand extremely poorly managed,2,Cleanliness/Wear/Poor Upkeep
4170,EnorsbdqBPES670l0p2AWA,"The first room they gave me had absolutely no view, it overlooked the atrium and some ugly rooftop of the hotel. I asked to be moved  and they were very accommodating, which I give them credit for. However I have some major issues with this hotel thus far. The room looks worn and is not up to my standards for almost 200 a night. I ordered room service, and the food was good, but I had an issue with the service. I asked if the guy who brought it up if he had change, he said no. I gave him 40 for a $32.00 meal expecting him to return with my change but he never did.  Needless to say I am not pleased. And I also cannot seem to find any information in this hotel room on the amenities. The booklet on the desk has room service info, but nothing about where the gym is located, is there a spa, etc etc. I expected better from a Hyatt.",2,0,0,0,Negative,first gave absolutely view overlooked atrium ugly rooftop asked moved accommodating give credit however major issue thus far look worn standard almost ordered service food good issue service asked guy brought change said gave meal expecting return change never needless say pleased cannot seem find information amenity booklet desk service info nothing gym located spa etc etc expected better hyatt,2,Cleanliness/Wear/Poor Upkeep
4179,ulw-GnJrzMLLXmJjl8LjaA,"Stayed  here for a convention over Valentine's weekend.  I was chaperoning a group of 40 students and I was anticipating a hassel at check in, but it went pretty smoothly.  No free internet anywhere in the place, but the rooms were comfortable and everything seemed new.  I noticed a charge to my credit card for around $13 that I didn't make (I think for internet service) and I was on hold for 10 minutes with accounting before I hung up.  Services for the conference were excellent, but not the best customer service-wise for guests.  Too much bleach on the towels too, I thought I was going to faint from the smell",2,2,0,0,Negative,convention valentine weekend chaperoning group student anticipating hassel check went pretty smoothly free internet anywhere room comfortable everything seemed new noticed charge credit card around make think internet service hold minute accounting hung service conference excellent best customer service wise guest much bleach towel thought going faint smell,1,Service Breakdown/Attitude
4183,q2pqiYKOvEK57nkIg06nXA,"even for a Hyatt...they could, should and ought to do much better for the non-convention guest. room was wrong -- they changed it to the right size bed but a more depressing view. I asked politely at the Front Desk if I could upgrade to the Regency Club -- everthing has it's price I guess -- and I want to give this place a second chance...but... when you are asking for 299+ a night, I better have a more spectacular view and much, much more!",2,1,1,0,Negative,even hyatt ought much better non convention guest wrong changed right size bed depressing view asked politely front desk upgrade regency club everthing price guess want give second chance asking better spectacular view much much,5,Price/Fees/Poor Value
4185,WcjGZMotbon7MAONOOZK,"I attended a convention here, and all I have to say is that the lobby smells bad.  I can't quite place it, but there's a definite funk in the air.  The same smell was there all three days.  I know what you're thinking - it wasn't me that smelled!  Seriously...",2,1,1,0,Negative,attended convention say lobby smell bad quite definite funk air smell three day know thinking smelled seriously,1,Service Breakdown/Attitude
